tx_id,source_id,target_id,amount,currency,timestamp,channel,reference_no,flagged_anomaly
TX0299,P110,P334,20874,INR,2026-08-14 02:58:00,IMPS,REF00000299,FALSE
TX0300,P192,P392,21640,INR,2026-07-27 12:01:00,UPI,REF00000300,FALSE
TX0301,P185,P123,568,INR,2026-01-23 06:22:00,IMPS,REF00000301,FALSE
TX0302,P162,P415,4406,INR,2026-04-06 01:26:00,NEFT,REF00000302,FALSE
TX0303,P484,P334,2967,INR,2026-07-12 14:45:00,Bank Transfer,REF00000303,FALSE
TX0304,P439,P143,16232,INR,2026-07-27 02:33:00,Bank Transfer,REF00000304,FALSE
TX0305,P470,P352,8187,INR,2026-01-18 17:41:00,NEFT,REF00000305,FALSE
TX0306,P491,P239,18774,INR,2026-03-04 10:43:00,NEFT,REF00000306,FALSE
TX0307,P167,P379,6941,INR,2026-01-28 18:01:00,UPI,REF00000307,FALSE
TX0308,P371,P258,3507,INR,2026-02-21 02:04:00,NEFT,REF00000308,FALSE
TX0309,P208,P154,8318,INR,2026-06-24 04:19:00,IMPS,REF00000309,FALSE
TX0310,P482,P087,10610,INR,2026-03-16 20:27:00,UPI,REF00000310,FALSE
TX0311,P419,P326,2826,INR,2026-04-08 19:30:00,IMPS,REF00000311,FALSE
TX0312,P007,P218,14286,INR,2026-08-03 22:27:00,IMPS,REF00000312,FALSE
TX0313,P059,P372,1367,INR,2026-05-18 11:41:00,IMPS,REF00000313,FALSE
TX0314,P125,P384,15110,INR,2026-04-23 16:33:00,UPI,REF00000314,FALSE
TX0315,P452,P416,5318,INR,2026-01-24 06:01:00,IMPS,REF00000315,FALSE
TX0316,P307,P490,23439,INR,2026-08-17 22:45:00,UPI,REF00000316,FALSE
TX0317,P198,P174,793,INR,2026-06-04 15:26:00,UPI,REF00000317,FALSE
TX0318,P435,P396,9224,INR,2026-06-09 09:17:00,UPI,REF00000318,FALSE
TX0319,P180,P298,794,INR,2026-02-07 06:34:00,UPI,REF00000319,FALSE
TX0320,P462,P085,10934,INR,2026-01-01 19:26:00,Bank Transfer,REF00000320,FALSE
TX0321,P373,P098,3167,INR,2026-06-01 05:04:00,UPI,REF00000321,FALSE
TX0322,P001,P466,8833,INR,2026-01-20 04:31:00,Bank Transfer,REF00000322,FALSE
TX0323,P467,P247,5908,INR,2026-07-23 03:11:00,IMPS,REF00000323,FALSE
TX0324,P405,P493,17258,INR,2026-03-24 14:07:00,Bank Transfer,REF00000324,FALSE
TX0325,P058,P474,6157,INR,2026-01-22 20:58:00,IMPS,REF00000325,FALSE
TX0326,P455,P041,9159,INR,2026-08-13 16:17:00,NEFT,REF00000326,FALSE
TX0327,P073,P191,1702,INR,2026-06-18 05:50:00,IMPS,REF00000327,FALSE
TX0328,P391,P195,20746,INR,2026-08-09 02:17:00,IMPS,REF00000328,FALSE
TX0329,P259,P449,9061,INR,2026-03-01 16:24:00,UPI,REF00000329,FALSE
TX0330,P477,P032,21711,INR,2026-01-25 13:22:00,NEFT,REF00000330,FALSE
TX0331,P044,P143,9337,INR,2026-02-19 16:00:00,NEFT,REF00000331,FALSE
TX0332,P201,P008,21525,INR,2026-06-23 04:36:00,Bank Transfer,REF00000332,FALSE
TX0333,P432,P251,6056,INR,2026-03-31 19:37:00,IMPS,REF00000333,FALSE
TX0334,P035,P368,12098,INR,2026-07-30 17:45:00,NEFT,REF00000334,FALSE
TX0335,P087,P266,23589,INR,2026-04-28 06:10:00,NEFT,REF00000335,FALSE
TX0336,P234,P500,11105,INR,2026-06-21 07:37:00,IMPS,REF00000336,FALSE
TX0337,P110,P459,16549,INR,2026-08-10 15:48:00,Bank Transfer,REF00000337,FALSE
TX0338,P304,P118,1440,INR,2026-05-04 19:05:00,NEFT,REF00000338,FALSE
TX0339,P256,P245,19334,INR,2026-06-20 20:11:00,Bank Transfer,REF00000339,FALSE
TX0340,P200,P228,14739,INR,2026-01-06 18:39:00,IMPS,REF00000340,FALSE
TX0341,P160,P369,21004,INR,2026-02-06 07:14:00,UPI,REF00000341,FALSE
TX0342,P189,P301,7657,INR,2026-08-09 08:42:00,NEFT,REF00000342,FALSE
TX0343,P374,P345,18046,INR,2026-02-07 15:19:00,NEFT,REF00000343,FALSE
TX0344,P003,P396,9699,INR,2026-03-25 16:46:00,UPI,REF00000344,FALSE
TX0345,P500,P122,11673,INR,2026-06-07 21:17:00,UPI,REF00000345,FALSE
TX0346,P448,P069,17891,INR,2026-05-10 10:58:00,IMPS,REF00000346,FALSE
TX0347,P317,P324,13052,INR,2026-06-04 22:22:00,UPI,REF00000347,FALSE
TX0348,P438,P317,14234,INR,2026-03-18 23:55:00,NEFT,REF00000348,FALSE
TX0349,P158,P347,15835,INR,2026-05-24 00:18:00,UPI,REF00000349,FALSE
TX0350,P465,P249,11203,INR,2026-01-30 19:32:00,Bank Transfer,REF00000350,FALSE
TX0351,P045,P030,3403,INR,2026-07-02 04:38:00,NEFT,REF00000351,FALSE
TX0352,P067,P200,5913,INR,2026-02-19 19:11:00,IMPS,REF00000352,FALSE
TX0353,P160,P430,21976,INR,2026-04-15 00:35:00,UPI,REF00000353,FALSE
TX0354,P270,P012,4781,INR,2026-04-12 00:09:00,NEFT,REF00000354,FALSE
TX0355,P299,P151,2495,INR,2026-07-02 16:00:00,NEFT,REF00000355,FALSE
TX0356,P403,P311,21248,INR,2026-03-27 05:53:00,NEFT,REF00000356,FALSE
TX0357,P208,P192,8377,INR,2026-05-03 11:12:00,Bank Transfer,REF00000357,FALSE
TX0358,P411,P142,21501,INR,2026-03-30 21:36:00,IMPS,REF00000358,FALSE
TX0359,P396,P233,24417,INR,2026-08-04 01:42:00,NEFT,REF00000359,FALSE
TX0360,P020,P422,15155,INR,2026-06-01 22:54:00,NEFT,REF00000360,FALSE
TX0361,P397,P166,15532,INR,2026-03-23 09:03:00,IMPS,REF00000361,FALSE
TX0362,P449,P441,8757,INR,2026-07-23 22:29:00,NEFT,REF00000362,FALSE
TX0363,P373,P472,5569,INR,2026-05-01 05:50:00,UPI,REF00000363,FALSE
TX0364,P088,P483,11344,INR,2026-07-20 13:02:00,NEFT,REF00000364,FALSE
TX0365,P215,P235,19917,INR,2026-01-19 16:57:00,UPI,REF00000365,FALSE
TX0366,P338,P252,11137,INR,2026-03-03 20:35:00,Bank Transfer,REF00000366,FALSE
TX0367,P437,P246,19799,INR,2026-03-05 18:32:00,NEFT,REF00000367,FALSE
TX0368,P289,P352,14528,INR,2026-04-30 07:58:00,Bank Transfer,REF00000368,FALSE
TX0369,P108,P403,20952,INR,2026-05-25 16:36:00,IMPS,REF00000369,FALSE
TX0370,P131,P348,19662,INR,2026-07-25 06:01:00,UPI,REF00000370,FALSE
TX0371,P073,P031,7842,INR,2026-07-08 05:40:00,NEFT,REF00000371,FALSE
TX0372,P138,P020,14841,INR,2026-01-01 08:03:00,UPI,REF00000372,FALSE
TX0373,P287,P135,3438,INR,2026-05-05 16:42:00,UPI,REF00000373,FALSE
TX0374,P482,P066,9769,INR,2026-02-22 05:56:00,IMPS,REF00000374,FALSE
TX0375,P289,P379,10981,INR,2026-06-21 01:02:00,NEFT,REF00000375,FALSE
TX0376,P114,P429,23264,INR,2026-07-17 19:55:00,NEFT,REF00000376,FALSE
TX0377,P036,P363,7109,INR,2026-08-10 11:09:00,IMPS,REF00000377,FALSE
TX0378,P193,P362,8615,INR,2026-05-02 11:59:00,Bank Transfer,REF00000378,FALSE
TX0379,P315,P146,14171,INR,2026-01-26 14:29:00,NEFT,REF00000379,FALSE
TX0380,P067,P371,14733,INR,2026-03-03 00:19:00,UPI,REF00000380,FALSE
TX0381,P139,P031,17248,INR,2026-05-09 22:45:00,Bank Transfer,REF00000381,FALSE
TX0382,P012,P204,8563,INR,2026-03-16 10:53:00,NEFT,REF00000382,FALSE
TX0383,P454,P209,2997,INR,2026-01-26 02:28:00,IMPS,REF00000383,FALSE
TX0384,P270,P254,6688,INR,2026-06-13 09:52:00,Bank Transfer,REF00000384,FALSE
TX0385,P267,P092,21822,INR,2026-05-20 05:26:00,NEFT,REF00000385,FALSE
TX0386,P309,P458,6679,INR,2026-03-21 13:23:00,UPI,REF00000386,FALSE
TX0387,P147,P053,23827,INR,2026-08-12 04:13:00,UPI,REF00000387,FALSE
TX0388,P247,P044,13102,INR,2026-01-18 13:47:00,Bank Transfer,REF00000388,FALSE
TX0389,P104,P425,24682,INR,2026-03-26 06:03:00,UPI,REF00000389,FALSE
TX0390,P259,P418,12745,INR,2026-04-17 06:26:00,NEFT,REF00000390,FALSE
TX0391,P045,P271,21802,INR,2026-04-20 17:20:00,Bank Transfer,REF00000391,FALSE
TX0392,P215,P335,14586,INR,2026-01-20 17:47:00,Bank Transfer,REF00000392,FALSE
TX0393,P347,P009,21158,INR,2026-08-09 05:37:00,Bank Transfer,REF00000393,FALSE
TX0394,P045,P114,15941,INR,2026-07-21 11:01:00,UPI,REF00000394,FALSE
TX0395,P375,P082,22918,INR,2026-01-25 07:49:00,UPI,REF00000395,FALSE
TX0396,P298,P124,14115,INR,2026-06-26 18:33:00,IMPS,REF00000396,FALSE
TX0397,P256,P482,15497,INR,2026-06-18 20:32:00,IMPS,REF00000397,FALSE
TX0398,P123,P437,14132,INR,2026-05-05 13:02:00,IMPS,REF00000398,FALSE
TX0399,P194,P160,12200,INR,2026-05-07 22:03:00,NEFT,REF00000399,FALSE
TX0400,P170,P317,2406,INR,2026-03-17 17:46:00,NEFT,REF00000400,FALSE
TX0401,P461,P493,17023,INR,2026-02-10 08:25:00,NEFT,REF00000401,FALSE
TX0402,P413,P441,23300,INR,2026-04-02 01:34:00,Bank Transfer,REF00000402,FALSE
TX0403,P184,P396,24718,INR,2026-02-10 10:16:00,UPI,REF00000403,FALSE
TX0404,P462,P026,5078,INR,2026-05-20 00:22:00,Bank Transfer,REF00000404,FALSE
TX0405,P294,P162,12672,INR,2026-03-16 19:01:00,Bank Transfer,REF00000405,FALSE
TX0406,P422,P026,18108,INR,2026-08-14 02:30:00,Bank Transfer,REF00000406,FALSE
TX0407,P099,P354,8675,INR,2026-03-10 15:56:00,UPI,REF00000407,FALSE
TX0408,P106,P187,22740,INR,2026-01-26 10:12:00,NEFT,REF00000408,FALSE
TX0409,P499,P336,17540,INR,2026-04-25 15:38:00,NEFT,REF00000409,FALSE
TX0410,P383,P403,1433,INR,2026-06-19 02:57:00,UPI,REF00000410,FALSE
TX0411,P074,P193,8705,INR,2026-01-07 07:43:00,IMPS,REF00000411,FALSE
TX0412,P071,P410,14347,INR,2026-01-06 04:07:00,IMPS,REF00000412,FALSE
TX0413,P226,P145,24004,INR,2026-02-08 15:19:00,NEFT,REF00000413,FALSE
TX0414,P324,P064,24956,INR,2026-04-19 02:49:00,NEFT,REF00000414,FALSE
TX0415,P418,P260,16147,INR,2026-06-09 02:23:00,Bank Transfer,REF00000415,FALSE
TX0416,P055,P478,14264,INR,2026-04-15 00:02:00,Bank Transfer,REF00000416,FALSE
TX0417,P377,P131,22156,INR,2026-02-19 10:43:00,IMPS,REF00000417,FALSE
TX0418,P357,P450,19469,INR,2026-06-15 03:43:00,Bank Transfer,REF00000418,FALSE
TX0419,P028,P090,19608,INR,2026-04-13 15:02:00,UPI,REF00000419,FALSE
TX0420,P224,P291,11221,INR,2026-06-24 00:42:00,Bank Transfer,REF00000420,FALSE
TX0421,P177,P086,22346,INR,2026-01-13 05:24:00,Bank Transfer,REF00000421,FALSE
TX0422,P118,P380,12336,INR,2026-07-04 16:23:00,Bank Transfer,REF00000422,FALSE
TX0423,P233,P237,4158,INR,2026-02-28 13:09:00,NEFT,REF00000423,FALSE
TX0424,P280,P093,18096,INR,2026-04-07 06:57:00,UPI,REF00000424,FALSE
TX0425,P303,P343,24038,INR,2026-08-03 14:51:00,NEFT,REF00000425,FALSE
TX0426,P426,P309,12238,INR,2026-01-31 01:20:00,IMPS,REF00000426,FALSE
TX0427,P348,P372,11438,INR,2026-08-16 12:48:00,UPI,REF00000427,FALSE
TX0428,P384,P362,23450,INR,2026-08-01 14:52:00,NEFT,REF00000428,FALSE
TX0429,P161,P429,13396,INR,2026-04-17 18:04:00,NEFT,REF00000429,FALSE
TX0430,P222,P129,11032,INR,2026-02-22 13:36:00,Bank Transfer,REF00000430,FALSE
TX0431,P423,P300,693,INR,2026-01-11 23:38:00,NEFT,REF00000431,FALSE
TX0432,P038,P496,12637,INR,2026-03-03 20:23:00,NEFT,REF00000432,FALSE
TX0433,P447,P080,24663,INR,2026-07-11 15:02:00,IMPS,REF00000433,FALSE
TX0434,P254,P276,12475,INR,2026-05-01 05:37:00,NEFT,REF00000434,FALSE
TX0435,P253,P456,805,INR,2026-01-26 04:02:00,IMPS,REF00000435,FALSE
TX0436,P391,P250,20131,INR,2026-05-07 05:04:00,UPI,REF00000436,FALSE
TX0437,P064,P458,22941,INR,2026-04-20 16:27:00,IMPS,REF00000437,FALSE
TX0438,P232,P481,1925,INR,2026-08-13 07:15:00,Bank Transfer,REF00000438,FALSE
TX0439,P217,P251,5194,INR,2026-05-06 03:24:00,UPI,REF00000439,FALSE
TX0440,P381,P066,16998,INR,2026-01-11 03:26:00,UPI,REF00000440,FALSE
TX0441,P409,P354,10644,INR,2026-01-28 22:22:00,IMPS,REF00000441,FALSE
TX0442,P248,P461,23800,INR,2026-01-12 19:34:00,IMPS,REF00000442,FALSE
TX0443,P124,P139,23472,INR,2026-06-04 03:21:00,UPI,REF00000443,FALSE
TX0444,P345,P128,3968,INR,2026-05-31 14:08:00,UPI,REF00000444,FALSE
TX0445,P114,P340,10267,INR,2026-01-05 13:53:00,IMPS,REF00000445,FALSE
TX0446,P301,P317,4678,INR,2026-02-01 23:13:00,IMPS,REF00000446,FALSE
TX0447,P454,P138,11970,INR,2026-06-25 06:48:00,NEFT,REF00000447,FALSE
TX0448,P432,P091,16484,INR,2026-05-06 17:22:00,NEFT,REF00000448,FALSE
TX0449,P332,P092,24012,INR,2026-07-03 01:51:00,Bank Transfer,REF00000449,FALSE
TX0450,P446,P065,18900,INR,2026-05-26 11:52:00,IMPS,REF00000450,FALSE
TX0451,P352,P461,16953,INR,2026-05-04 05:25:00,UPI,REF00000451,FALSE
TX0452,P492,P182,22784,INR,2026-01-20 00:23:00,IMPS,REF00000452,FALSE
TX0453,P465,P453,13320,INR,2026-07-09 17:10:00,UPI,REF00000453,FALSE
TX0454,P178,P184,24837,INR,2026-06-20 10:17:00,UPI,REF00000454,FALSE
TX0455,P355,P167,12453,INR,2026-06-01 10:00:00,IMPS,REF00000455,FALSE
TX0456,P042,P441,14307,INR,2026-05-31 22:40:00,NEFT,REF00000456,FALSE
TX0457,P023,P290,8348,INR,2026-06-03 03:03:00,Bank Transfer,REF00000457,FALSE
TX0458,P199,P129,13847,INR,2026-01-06 03:39:00,NEFT,REF00000458,FALSE
TX0459,P292,P452,12640,INR,2026-04-25 04:08:00,UPI,REF00000459,FALSE
TX0460,P357,P212,4319,INR,2026-01-27 02:58:00,Bank Transfer,REF00000460,FALSE
TX0461,P107,P301,11451,INR,2026-06-01 05:10:00,Bank Transfer,REF00000461,FALSE
TX0462,P096,P068,9045,INR,2026-05-16 05:46:00,UPI,REF00000462,FALSE
TX0463,P262,P077,12728,INR,2026-05-24 18:55:00,IMPS,REF00000463,FALSE
TX0464,P035,P304,4715,INR,2026-01-30 16:22:00,Bank Transfer,REF00000464,FALSE
TX0465,P329,P364,14578,INR,2026-07-26 14:57:00,IMPS,REF00000465,FALSE
TX0466,P433,P379,10720,INR,2026-07-23 04:15:00,IMPS,REF00000466,FALSE
TX0467,P297,P249,18635,INR,2026-04-21 17:54:00,IMPS,REF00000467,FALSE
TX0468,P293,P386,17128,INR,2026-08-17 10:56:00,IMPS,REF00000468,FALSE
TX0469,P379,P102,3294,INR,2026-07-28 03:11:00,IMPS,REF00000469,FALSE
TX0470,P477,P115,2415,INR,2026-05-07 12:32:00,Bank Transfer,REF00000470,FALSE
TX0471,P254,P322,2169,INR,2026-04-05 14:47:00,Bank Transfer,REF00000471,FALSE
TX0472,P200,P293,6503,INR,2026-03-07 16:37:00,NEFT,REF00000472,FALSE
TX0473,P417,P289,24478,INR,2026-01-29 14:39:00,IMPS,REF00000473,FALSE
TX0474,P129,P069,8202,INR,2026-01-02 13:47:00,UPI,REF00000474,FALSE
TX0475,P069,P248,9726,INR,2026-05-28 14:08:00,UPI,REF00000475,FALSE
TX0476,P057,P250,13294,INR,2026-03-16 04:49:00,UPI,REF00000476,FALSE
TX0477,P386,P311,3464,INR,2026-07-27 18:34:00,IMPS,REF00000477,FALSE
TX0478,P125,P239,22853,INR,2026-01-07 04:22:00,NEFT,REF00000478,FALSE
TX0479,P342,P178,7912,INR,2026-05-22 09:04:00,UPI,REF00000479,FALSE
TX0480,P216,P404,5412,INR,2026-03-05 06:29:00,Bank Transfer,REF00000480,FALSE
TX0481,P007,P212,6678,INR,2026-05-07 19:28:00,IMPS,REF00000481,FALSE
TX0482,P241,P106,21509,INR,2026-05-09 10:41:00,IMPS,REF00000482,FALSE
TX0483,P233,P192,13331,INR,2026-08-14 20:37:00,NEFT,REF00000483,FALSE
TX0484,P086,P393,20422,INR,2026-07-09 15:08:00,NEFT,REF00000484,FALSE
TX0485,P410,P034,561,INR,2026-04-19 11:41:00,UPI,REF00000485,FALSE
TX0486,P430,P499,23763,INR,2026-01-13 20:45:00,Bank Transfer,REF00000486,FALSE
TX0487,P438,P382,5721,INR,2026-06-20 16:12:00,Bank Transfer,REF00000487,FALSE
TX0488,P010,P112,4676,INR,2026-04-23 08:02:00,Bank Transfer,REF00000488,FALSE
TX0489,P364,P228,10481,INR,2026-05-19 16:40:00,Bank Transfer,REF00000489,FALSE
TX0490,P384,P407,11145,INR,2026-02-16 08:34:00,Bank Transfer,REF00000490,FALSE
TX0491,P403,P175,14038,INR,2026-01-30 10:35:00,UPI,REF00000491,FALSE
TX0492,P286,P264,23126,INR,2026-02-25 01:36:00,UPI,REF00000492,FALSE
TX0493,P495,P125,18196,INR,2026-01-02 04:53:00,IMPS,REF00000493,FALSE
TX0494,P439,P423,22539,INR,2026-08-01 03:38:00,NEFT,REF00000494,FALSE
TX0495,P259,P342,14035,INR,2026-02-20 12:19:00,UPI,REF00000495,FALSE
TX0496,P288,P172,7049,INR,2026-01-24 07:53:00,UPI,REF00000496,FALSE
TX0497,P049,P336,5860,INR,2026-07-02 23:03:00,UPI,REF00000497,FALSE
TX0498,P239,P249,20255,INR,2026-01-11 22:19:00,Bank Transfer,REF00000498,FALSE
TX0499,P327,P201,14390,INR,2026-05-21 03:38:00,IMPS,REF00000499,FALSE
TX0500,P118,P201,21829,INR,2026-08-13 12:36:00,NEFT,REF00000500,FALSE
TX0501,P246,P090,17117,INR,2026-01-27 19:27:00,Bank Transfer,REF00000501,FALSE
TX0502,P082,P213,11194,INR,2026-07-31 17:20:00,NEFT,REF00000502,FALSE
TX0503,P173,P006,6807,INR,2026-03-15 04:48:00,IMPS,REF00000503,FALSE
TX0504,P313,P026,23998,INR,2026-03-04 23:58:00,NEFT,REF00000504,FALSE
TX0505,P016,P427,7870,INR,2026-06-28 14:38:00,NEFT,REF00000505,FALSE
TX0506,P112,P177,21240,INR,2026-03-14 01:35:00,UPI,REF00000506,FALSE
TX0507,P338,P103,5588,INR,2026-04-02 08:41:00,NEFT,REF00000507,FALSE
TX0508,P065,P433,23086,INR,2026-06-13 04:33:00,NEFT,REF00000508,FALSE
TX0509,P213,P232,3715,INR,2026-07-31 22:00:00,NEFT,REF00000509,FALSE
TX0510,P025,P417,24472,INR,2026-04-01 20:22:00,UPI,REF00000510,FALSE
TX0511,P190,P207,16927,INR,2026-06-15 13:52:00,UPI,REF00000511,FALSE
TX0512,P234,P405,2697,INR,2026-02-15 19:16:00,IMPS,REF00000512,FALSE
TX0513,P169,P078,9807,INR,2026-08-15 16:14:00,NEFT,REF00000513,FALSE
TX0514,P408,P278,20279,INR,2026-01-27 07:19:00,NEFT,REF00000514,FALSE
TX0515,P082,P410,24198,INR,2026-08-07 05:34:00,Bank Transfer,REF00000515,FALSE
TX0516,P260,P258,6045,INR,2026-01-02 10:45:00,UPI,REF00000516,FALSE
TX0517,P168,P062,9561,INR,2026-08-02 18:10:00,IMPS,REF00000517,FALSE
TX0518,P227,P255,14054,INR,2026-04-08 15:58:00,UPI,REF00000518,FALSE
TX0519,P126,P205,24285,INR,2026-01-31 21:51:00,IMPS,REF00000519,FALSE
TX0520,P439,P181,14933,INR,2026-05-31 16:59:00,NEFT,REF00000520,FALSE
TX0521,P071,P261,5956,INR,2026-02-18 17:50:00,IMPS,REF00000521,FALSE
TX0522,P056,P430,19095,INR,2026-04-30 08:16:00,NEFT,REF00000522,FALSE
TX0523,P363,P476,18966,INR,2026-01-09 15:04:00,Bank Transfer,REF00000523,FALSE
TX0524,P289,P157,18912,INR,2026-04-06 22:51:00,NEFT,REF00000524,FALSE
TX0525,P098,P344,24901,INR,2026-04-04 05:10:00,NEFT,REF00000525,FALSE
TX0526,P235,P246,13911,INR,2026-05-24 20:19:00,UPI,REF00000526,FALSE
TX0527,P370,P452,8289,INR,2026-07-17 10:58:00,IMPS,REF00000527,FALSE
TX0528,P176,P321,11639,INR,2026-01-06 23:47:00,UPI,REF00000528,FALSE
TX0529,P363,P459,19591,INR,2026-02-02 21:57:00,NEFT,REF00000529,FALSE
TX0530,P305,P178,24101,INR,2026-05-26 17:41:00,IMPS,REF00000530,FALSE
TX0531,P264,P097,5141,INR,2026-03-17 20:02:00,NEFT,REF00000531,FALSE
TX0532,P492,P480,19870,INR,2026-03-10 13:07:00,IMPS,REF00000532,FALSE
TX0533,P414,P008,4334,INR,2026-07-30 20:53:00,NEFT,REF00000533,FALSE
TX0534,P045,P079,21377,INR,2026-06-17 08:41:00,UPI,REF00000534,FALSE
TX0535,P213,P197,3975,INR,2026-07-24 14:08:00,NEFT,REF00000535,FALSE
TX0536,P344,P118,13927,INR,2026-01-13 12:02:00,IMPS,REF00000536,FALSE
TX0537,P274,P022,14863,INR,2026-02-19 10:44:00,UPI,REF00000537,FALSE
TX0538,P343,P072,1452,INR,2026-03-23 08:55:00,Bank Transfer,REF00000538,FALSE
TX0539,P282,P482,18493,INR,2026-02-06 11:32:00,UPI,REF00000539,FALSE
TX0540,P081,P006,19434,INR,2026-08-13 22:27:00,IMPS,REF00000540,FALSE
TX0541,P203,P437,16121,INR,2026-06-06 01:15:00,Bank Transfer,REF00000541,FALSE
TX0542,P227,P084,1071,INR,2026-03-14 13:52:00,IMPS,REF00000542,FALSE
TX0543,P115,P152,8699,INR,2026-07-03 05:47:00,Bank Transfer,REF00000543,FALSE
TX0544,P459,P193,12348,INR,2026-06-03 02:37:00,IMPS,REF00000544,FALSE
TX0545,P001,P236,21491,INR,2026-02-06 15:24:00,UPI,REF00000545,FALSE
TX0546,P178,P208,22105,INR,2026-04-29 16:25:00,IMPS,REF00000546,FALSE
TX0547,P413,P147,6850,INR,2026-08-03 10:21:00,IMPS,REF00000547,FALSE
TX0548,P251,P245,1613,INR,2026-04-26 15:38:00,NEFT,REF00000548,FALSE
TX0549,P201,P420,15264,INR,2026-03-15 06:20:00,Bank Transfer,REF00000549,FALSE
TX0550,P039,P201,8733,INR,2026-08-06 08:35:00,UPI,REF00000550,FALSE
TX0551,P303,P485,24836,INR,2026-05-05 09:59:00,NEFT,REF00000551,FALSE
TX0552,P218,P458,18514,INR,2026-07-13 22:37:00,IMPS,REF00000552,FALSE
TX0553,P383,P496,8399,INR,2026-01-19 05:35:00,NEFT,REF00000553,FALSE
TX0554,P265,P496,16969,INR,2026-06-06 02:31:00,UPI,REF00000554,FALSE
TX0555,P030,P436,5770,INR,2026-05-01 08:05:00,Bank Transfer,REF00000555,FALSE
TX0556,P049,P070,19826,INR,2026-03-06 02:45:00,IMPS,REF00000556,FALSE
TX0557,P430,P452,14248,INR,2026-02-16 12:33:00,NEFT,REF00000557,FALSE
TX0558,P140,P254,17158,INR,2026-01-18 17:34:00,UPI,REF00000558,FALSE
TX0559,P289,P168,17397,INR,2026-01-19 20:11:00,NEFT,REF00000559,FALSE
TX0560,P008,P435,3469,INR,2026-04-17 23:58:00,IMPS,REF00000560,FALSE
TX0561,P063,P426,10837,INR,2026-08-10 12:14:00,IMPS,REF00000561,FALSE
TX0562,P394,P376,925,INR,2026-01-15 21:15:00,UPI,REF00000562,FALSE
TX0563,P037,P470,19502,INR,2026-01-21 05:48:00,UPI,REF00000563,FALSE
TX0564,P231,P108,17508,INR,2026-07-04 09:35:00,NEFT,REF00000564,FALSE
TX0565,P132,P201,14951,INR,2026-03-26 09:26:00,NEFT,REF00000565,FALSE
TX0566,P373,P255,9775,INR,2026-03-30 20:12:00,IMPS,REF00000566,FALSE
TX0567,P386,P294,8101,INR,2026-07-28 21:23:00,UPI,REF00000567,FALSE
TX0568,P284,P310,9553,INR,2026-02-08 02:18:00,Bank Transfer,REF00000568,FALSE
TX0569,P055,P295,17904,INR,2026-04-26 18:20:00,IMPS,REF00000569,FALSE
TX0570,P255,P035,17659,INR,2026-03-21 17:57:00,Bank Transfer,REF00000570,FALSE
TX0571,P056,P103,934,INR,2026-05-08 11:40:00,NEFT,REF00000571,FALSE
TX0572,P065,P478,22136,INR,2026-07-17 04:15:00,NEFT,REF00000572,FALSE
TX0573,P336,P406,23756,INR,2026-03-05 18:25:00,NEFT,REF00000573,FALSE
TX0574,P323,P035,3893,INR,2026-02-01 12:36:00,UPI,REF00000574,FALSE
TX0575,P101,P387,12079,INR,2026-08-07 21:02:00,NEFT,REF00000575,FALSE
TX0576,P441,P383,971,INR,2026-07-30 09:05:00,NEFT,REF00000576,FALSE
TX0577,P086,P339,19420,INR,2026-04-13 22:09:00,UPI,REF00000577,FALSE
TX0578,P423,P093,10773,INR,2026-07-25 14:34:00,IMPS,REF00000578,FALSE
TX0579,P319,P320,24693,INR,2026-08-03 16:14:00,UPI,REF00000579,FALSE
TX0580,P374,P350,7979,INR,2026-02-20 19:09:00,Bank Transfer,REF00000580,FALSE
TX0581,P286,P278,23755,INR,2026-06-12 23:41:00,IMPS,REF00000581,FALSE
TX0582,P240,P200,14596,INR,2026-01-14 04:57:00,IMPS,REF00000582,FALSE
TX0583,P426,P085,24352,INR,2026-07-10 15:11:00,NEFT,REF00000583,FALSE
TX0584,P459,P429,2827,INR,2026-03-15 13:12:00,NEFT,REF00000584,FALSE
TX0585,P009,P332,7461,INR,2026-07-25 09:50:00,IMPS,REF00000585,FALSE
TX0586,P282,P112,17990,INR,2026-06-17 21:27:00,NEFT,REF00000586,FALSE
TX0587,P149,P343,23428,INR,2026-03-12 18:54:00,UPI,REF00000587,FALSE
TX0588,P271,P052,17229,INR,2026-03-13 13:30:00,IMPS,REF00000588,FALSE
TX0589,P123,P083,23128,INR,2026-07-26 23:24:00,Bank Transfer,REF00000589,FALSE
TX0590,P325,P320,22916,INR,2026-06-13 00:12:00,UPI,REF00000590,FALSE
TX0591,P093,P198,13013,INR,2026-03-30 05:44:00,Bank Transfer,REF00000591,FALSE
TX0592,P450,P003,15963,INR,2026-02-14 13:37:00,NEFT,REF00000592,FALSE
TX0593,P478,P159,18825,INR,2026-01-30 01:41:00,NEFT,REF00000593,FALSE
TX0594,P061,P114,7815,INR,2026-02-08 09:20:00,UPI,REF00000594,FALSE
TX0595,P417,P241,17190,INR,2026-06-01 01:59:00,UPI,REF00000595,FALSE
TX0596,P175,P225,15215,INR,2026-05-28 19:36:00,IMPS,REF00000596,FALSE
TX0597,P253,P037,19928,INR,2026-02-19 17:35:00,Bank Transfer,REF00000597,FALSE
TX0598,P391,P018,7960,INR,2026-01-22 12:12:00,Bank Transfer,REF00000598,FALSE
TX0599,P272,P497,15046,INR,2026-04-27 08:37:00,IMPS,REF00000599,FALSE
